level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
4	1	154	1	1	0	59	4532	378	42	-1	
5	1	154	1	1	1	59	4533	105	32	95.461426	पोखराका
5	1	154	1	1	2	178	4533	69	37	96.481201	एजेन्ट
5	1	154	1	1	3	262	4532	58	42	93.898689	विष्णु
5	1	154	1	1	4	335	4532	102	42	95.945656	गुरुङलाई
4	1	154	1	2	0	24	4576	355	44	-1	
5	1	154	1	2	1	24	4578	68	34	96.075874	जनही
5	1	154	1	2	2	108	4586	17	20	96.903702	४
5	1	154	1	2	3	143	4588	53	23	96.291367	लाख
5	1	154	1	2	4	211	4576	63	34	96.250763	रुपैयाँ
5	1	154	1	2	5	289	4588	90	32	96.753998	बुझाएर
4	1	154	1	3	0	24	4622	388	35	-1	
5	1	154	1	3	1	24	4622	108	35	95.853226	काठमाडौं
5	1	154	1	3	2	147	4624	176	33	95.830132	विमानस्थलबाट
5	1	154	1	3	3	338	4625	74	32	96.791107	उडेका
2	1	155	0	0	0	509	4532	343	88	-1	
3	1	155	1	0	0	509	4532	343	88	-1	
4	1	155	1	1	0	509	4532	343	34	-1	
5	1	155	1	1	1	509	4532	92	33	96.259842	दिनदेखि
5	1	155	1	1	2	615	4533	75	31	96.587746	जेलमा
5	1	155	1	1	3	705	4533	78	32	96.465103	राखेको
5	1	155	1	1	4	800	4542	52	24	96.387817	थाहा
4	1	155	1	2	0	510	4579	341	41	-1	
5	1	155	1	2	1	510	4579	71	37	93.201614	भएको
5	1	155	1	2	2	595	4584	35	33	81.242638	छ,'
5	1	155	1	2	3	647	4579	84	41	96.224030	सुमनले
5	1	155	1	2	4	747	4579	40	31	90.753357	भने
5	1	155	1	2	5	804	4588	2	22	76.058540	|
5	1	155	1	2	6	823	4579	28	31	96.806915	यो
2	1	156	0	0	0	913	4625	10	8	-1	
3	1	156	1	0	0	913	4625	10	8	-1	
4	1	156	1	1	0	913	4625	10	8	-1	
5	1	156	1	1	1	913	4625	10	8	45.071636	x
2	1	157	0	0	0	509	4634	342	2	-1	
3	1	157	1	0	0	509	4634	342	2	-1	
4	1	157	1	1	0	509	4634	342	2	-1	
5	1	157	1	1	1	509	4634	342	2	95.000000	 
2	1	158	0	0	0	509	4624	420	42	-1	
3	1	158	1	0	0	509	4624	420	42	-1	
4	1	158	1	1	0	509	4624	420	42	-1	
5	1	158	1	1	1	509	4624	114	35	95.973793	घटनापछि
5	1	158	1	1	2	640	4634	119	32	96.385086	अनुसन्धान
5	1	158	1	1	3	773	4634	78	22	96.078072	क्रममा
5	1	158	1	1	4	866	4625	63	33	96.931526	रहेको
2	1	159	0	0	0	333	4679	557	4	-1	
3	1	159	1	0	0	333	4679	557	4	-1	
4	1	159	1	1	0	333	4679	557	4	-1	
5	1	159	1	1	1	333	4679	557	4	95.000000	 
2	1	160	0	0	0	24	4671	438	87	-1	
3	1	160	1	0	0	24	4671	438	87	-1	
4	1	160	1	1	0	26	4671	436	41	-1	
5	1	160	1	1	1	26	4671	127	32	91.810638	थानकोटका
5	1	160	1	1	2	168	4680	65	32	85.489571	नकूल
5	1	160	1	1	3	247	4680	70	32	96.189667	सुनार,
5	1	160	1	1	4	333	4671	129	41	96.195465	नुवाकोटका
4	1	160	1	2	0	24	4717	323	41	-1	
5	1	160	1	2	1	24	4726	55	32	23.422047	कृष्ण
5	1	160	1	2	2	94	4726	69	32	96.893387	सुनार,
5	1	160	1	2	3	180	4717	97	31	96.511253	बनेपाका
5	1	160	1	2	4	292	4726	55	32	91.376465	कृष्ण
2	1	161	0	0	0	509	4670	381	88	-1	
3	1	161	1	0	0	509	4670	381	88	-1	
4	1	161	1	1	0	509	4670	381	42	-1	
5	1	161	1	1	1	509	4670	84	33	96.544182	जकार्ता
5	1	161	1	1	2	608	4670	79	34	96.927094	प्रहरीले
5	1	161	1	1	3	701	4671	69	37	96.871735	एजेन्ट
5	1	161	1	1	4	785	4670	105	42	96.128464	विष्णुलाई
4	1	161	1	2	0	509	4716	374	42	-1	
5	1	161	1	2	1	509	4716	45	32	96.485466	पनि
5	1	161	1	2	2	569	4726	75	23	96.041306	पक्राउ
5	1	161	1	2	3	658	4716	120	33	96.426460	गरिसकेको
5	1	161	1	2	4	795	4726	88	32	96.148949	अनुमान
2	1	162	0	0	0	569	4726	314	2	-1	
3	1	162	1	0	0	569	4726	314	2	-1	
4	1	162	1	1	0	569	4726	314	2	-1	
5	1	162	1	1	1	569	4726	314	2	95.000000	 
2	1	163	0	0	0	24	4770	576	4	-1	
3	1	163	1	0	0	24	4770	576	4	-1	
4	1	163	1	1	0	24	4770	576	4	-1	
5	1	163	1	1	1	24	4770	576	4	95.000000	 
2	1	164	0	0	0	24	4761	431	180	-1	
3	1	164	1	0	0	24	4761	431	180	-1	
4	1	164	1	1	0	24	4761	431	39	-1	
5	1	164	1	1	1	24	4761	119	39	93.242599	विश्वकर्मा,
5	1	164	1	1	2	160	4761	109	32	87.766663	कलंकीका
5	1	164	1	1	3	284	4771	65	22	90.475372	कजन
5	1	164	1	1	4	364	4762	91	38	94.332642	पोखरेल,
4	1	164	1	2	0	25	4807	379	42	-1	
5	1	164	1	2	1	25	4807	101	33	93.244865	धादिङका
5	1	164	1	2	2	140	4807	65	33	92.174782	प्रवीन
5	1	164	1	2	3	219	4817	64	32	96.923668	सुनार
5	1	164	1	2	4	298	4817	14	23	96.805672	र
5	1	164	1	2	5	327	4807	77	32	95.824562	किशोर
4	1	164	1	3	0	24	4853	414	42	-1	
5	1	164	1	3	1	24	4854	115	41	90.558174	सुनारमध्ये
5	1	164	1	3	2	153	4854	97	41	45.858795	नक्लको
5	1	164	1	3	3	264	4853	113	42	96.112373	दुर्घटनामा
5	1	164	1	3	4	392	4854	46	32	96.366486	परेर
4	1	164	1	4	0	24	4897	366	44	-1	
5	1	164	1	4	1	24	4897	41	35	96.988808	उतै
5	1	164	1	4	2	80	4909	52	32	96.795326	मृत्यु
5	1	164	1	4	3	147	4900	70	37	96.535461	भएको
5	1	164	1	4	4	232	4900	25	33	93.293968	हो
5	1	164	1	4	5	274	4909	2	22	92.551498	।
5	1	164	1	4	6	293	4909	97	32	96.782166	मृतकका
2	1	165	0	0	0	24	4863	353	2	-1	
3	1	165	1	0	0	24	4863	353	2	-1	
4	1	165	1	1	0	24	4863	353	2	-1	
5	1	165	1	1	1	24	4863	353	2	95.000000	 
2	1	166	0	0	0	509	4761	148	38	-1	
3	1	166	1	0	0	509	4761	148	38	-1	
4	1	166	1	1	0	509	4761	148	38	-1	
5	1	166	1	1	1	509	4761	92	38	93.264488	गरिएको
5	1	166	1	1	2	616	4771	41	25	90.157112	छ।
2	1	167	0	0	0	509	4853	429	88	-1	
3	1	167	1	0	0	509	4853	429	88	-1	
4	1	167	1	1	0	509	4853	371	41	-1	
5	1	167	1	1	1	509	4853	205	33	85.553085	व्राजिल-गन्तव्यमा
5	1	167	1	1	2	729	4863	67	31	95.368111	उड्दा
5	1	167	1	1	3	811	4854	69	37	95.947678	एजेन्ट
4	1	167	1	2	0	509	4899	429	42	-1	
5	1	167	1	2	1	509	4899	59	42	84.893829	विष्णु
5	1	167	1	2	2	578	4895	10	51	96.981956	र
5	1	167	1	2	3	612	4900	76	32	93.303604	ज्ञानेन्द्र
5	1	167	1	2	4	703	4899	130	42	92.110489	सुनारसहित
5	1	167	1	2	5	850	4907	17	20	96.913055	४
5	1	167	1	2	6	885	4909	53	23	95.970657	लाख
2	1	168	0	0	0	545	4807	257	42	-1	
3	1	168	1	0	0	545	4807	257	42	-1	
4	1	168	1	1	0	545	4807	257	42	-1	
5	1	168	1	1	1	545	4817	40	23	96.536789	गत
5	1	168	1	1	2	600	4807	38	32	96.536789	वर्ष
5	1	168	1	1	3	652	4817	75	32	96.364929	फागुन
5	1	168	1	1	4	742	4815	12	27	94.418869	१
5	1	168	1	1	5	772	4817	30	22	94.418869	मा
2	1	169	0	0	0	1209	3830	1033	10	-1	
3	1	169	1	0	0	1209	3830	1033	10	-1	
4	1	169	1	1	0	1209	3830	1033	10	-1	
5	1	169	1	1	1	1209	3830	1033	10	95.000000	 
2	1	170	0	0	0	1365	4006	720	6	-1	
3	1	170	1	0	0	1365	4006	720	6	-1	
4	1	170	1	1	0	1365	4006	720	6	-1	
5	1	170	1	1	1	1365	4006	720	6	95.000000	 
2	1	171	0	0	0	2536	3782	198	355	-1	
3	1	171	1	0	0	2536	3782	198	355	-1	
4	1	171	1	1	0	2536	3782	198	130	-1	
5	1	171	1	1	1	2536	3782	198	130	95.000000	 
4	1	171	1	2	0	2536	3912	48	97	-1	
5	1	171	1	2	1	2536	3912	48	97	95.000000	 
4	1	171	1	3	0	2536	4009	61	128	-1	
5	1	171	1	3	1	2536	4009	61	128	95.000000	 
2	1	172	0	0	0	2488	4415	1398	131	-1	
3	1	172	1	0	0	2488	4415	1398	131	-1	
4	1	172	1	1	0	2490	4415	1396	51	-1	
5	1	172	1	1	1	2490	4415	1396	51	95.000000	 
4	1	172	1	2	0	2488	4466	702	80	-1	
5	1	172	1	2	1	2488	4466	702	80	95.000000	 
2	1	173	0	0	0	981	3710	2896	2394	-1	
3	1	173	1	0	0	981	3710	2896	2394	-1	
4	1	173	1	1	0	981	3710	2889	2394	-1	
5	1	173	1	1	1	981	3710	1197	2394	0.000000	ह
5	1	173	1	1	2	3335	3837	384	102	65.229927	Aceat
5	1	173	1	1	3	3864	3904	6	18	46.183495	|
4	1	173	1	2	0	2597	3968	1280	113	-1	
5	1	173	1	2	1	2597	3968	354	94	54.254135	तपाईको
5	1	173	1	2	2	2982	3969	366	85	95.187386	Travel
5	1	173	1	2	3	3389	3972	488	109	0.000000	Partner)
2	1	174	0	0	0	3190	4201	579	47	-1	
3	1	174	1	0	0	3190	4201	579	47	-1	
4	1	174	1	1	0	3190	4201	579	47	-1	
5	1	174	1	1	1	3190	4203	200	45	91.259560	218,500+
5	1	174	1	1	2	3400	4201	369	41	74.879539	FACEBOOIGLIKES
2	1	175	0	0	0	3194	4343	658	48	-1	
3	1	175	1	0	0	3194	4343	658	48	-1	
4	1	175	1	1	0	3194	4343	658	48	-1	
5	1	175	1	1	1	3194	4345	187	46	92.226372	100,000+
5	1	175	1	1	2	3385	4343	467	42	60.010620	SATISFIED.CUSTOMERS
2	1	176	0	0	0	3516	3799	352	15	-1	
3	1	176	1	0	0	3516	3799	352	15	-1	
4	1	176	1	1	0	3516	3799	352	15	-1	
5	1	176	1	1	1	3516	3799	352	15	95.000000	 
2	1	177	0	0	0	2518	4009	1368	406	-1	
3	1	177	1	0	0	2518	4009	1368	406	-1	
4	1	177	1	1	0	3877	4009	9	128	-1	
5	1	177	1	1	1	3877	4009	9	128	95.000000	 
4	1	177	1	2	0	2524	4137	1362	182	-1	
5	1	177	1	2	1	2524	4137	1362	182	95.000000	    
4	1	177	1	3	0	2518	4319	1368	96	-1	
5	1	177	1	3	1	2518	4319	676	96	95.000000	 
5	1	177	1	3	2	3852	4319	34	96	95.000000	 
2	1	178	0	0	0	3179	4424	673	12	-1	
3	1	178	1	0	0	3179	4424	673	12	-1	
4	1	178	1	1	0	3179	4424	673	12	-1	
5	1	178	1	1	1	3179	4424	673	12	95.000000	 
2	1	179	0	0	0	3185	4439	667	9	-1	
3	1	179	1	0	0	3185	4439	667	9	-1	
4	1	179	1	1	0	3185	4439	667	9	-1	
5	1	179	1	1	1	3185	4439	667	9	95.000000	 
2	1	180	0	0	0	3190	4486	539	40	-1	
3	1	180	1	0	0	3190	4486	539	40	-1	
4	1	180	1	1	0	3190	4486	539	40	-1	
5	1	180	1	1	1	3190	4489	92	37	88.752625	200+
5	1	180	1	1	2	3309	4487	253	39	58.663010	DEDICATED.
5	1	180	1	1	3	3569	4486	160	39	76.003258	STAFFS
2	1	181	0	0	0	2486	4606	990	226	-1	
3	1	181	1	0	0	2486	4606	990	226	-1	
4	1	181	1	1	0	2486	4606	990	142	-1	
5	1	181	1	1	1	2486	4606	990	142	95.000000	  
4	1	181	1	2	0	2486	4748	704	84	-1	
5	1	181	1	2	1	2486	4748	704	84	95.000000	 
2	1	182	0	0	0	3197	4627	239	43	-1	
3	1	182	1	0	0	3197	4627	239	43	-1	
4	1	182	1	1	0	3197	4627	239	43	-1	
5	1	182	1	1	1	3197	4631	50	38	96.837830	12
5	1	182	1	1	2	3252	4627	184	43	96.819122	OFFICES
2	1	183	0	0	0	3192	4770	324	41	-1	
3	1	183	1	0	0	3190	4769	326	42	-1	
4	1	183	1	1	0	3192	4770	324	41	-1	
5	1	183	1	1	1	3192	4771	123	40	92.198341	OPEN
5	1	183	1	1	2	3321	4770	195	41	90.253197	24/7/365,
2	1	184	0	0	0	2486	4466	1400	225	-1	
3	1	184	1	0	0	2486	4466	1400	225	-1	
4	1	184	1	1	0	2486	4466	1400	140	-1	
5	1	184	1	1	1	2486	4546	750	60	95.000000	 
5	1	184	1	1	2	3729	4466	157	80	95.000000	 
4	1	184	1	2	0	2486	4606	711	85	-1	
5	1	184	1	2	1	2486	4606	711	85	95.000000	 
2	1	185	0	0	0	3836	4564	38	32	-1	
3	1	185	1	0	0	3836	4564	38	32	-1	
4	1	185	1	1	0	3836	4564	38	32	-1	
5	1	185	1	1	1	3836	4564	38	32	95.000000	 
2	1	186	0	0	0	3836	4702	50	32	-1	
3	1	186	1	0	0	3836	4702	50	32	-1	
4	1	186	1	1	0	3836	4702	50	32	-1	
5	1	186	1	1	1	3836	4702	50	32	95.000000	 
2	1	187	0	0	0	3516	4748	370	84	-1	
3	1	187	1	0	0	3516	4748	370	84	-1	
4	1	187	1	1	0	3516	4748	370	84	-1	
5	1	187	1	1	1	3516	4748	370	84	95.000000	 
2	1	188	0	0	0	3868	4448	7	401	-1	
3	1	188	1	0	0	3868	4448	7	401	-1	
4	1	188	1	1	0	3868	4448	7	401	-1	
5	1	188	1	1	1	3868	4448	7	401	95.000000	 
2	1	189	0	0	0	23	4943	920	1144	-1	
3	1	189	1	0	0	24	4943	919	1144	-1	
4	1	189	1	1	0	509	4943	424	44	-1	
5	1	189	1	1	1	509	4943	63	35	96.617531	रुपैयाँ
5	1	189	1	1	2	587	4946	99	41	96.177818	बुझाउने
5	1	189	1	1	3	702	4945	101	33	95.453621	धादिङका
5	1	189	1	1	4	820	4945	52	32	96.471054	अर्का
5	1	189	1	1	5	886	4955	47	32	95.910339	युवा
4	1	189	1	2	0	129	4986	755	64	-1	
5	1	189	1	2	1	129	4986	38	64	40.378956	मट
5	1	189	1	2	2	509	4991	138	34	90.195869	नारायणसिंह
5	1	189	1	2	3	662	4991	77	32	96.541130	नेपाली
5	1	189	1	2	4	753	4991	45	32	94.460724	पनि
5	1	189	1	2	5	812	4989	72	35	96.149292	साथमै
4	1	189	1	3	0	27	5006	847	68	-1	
5	1	189	1	3	1	27	5009	87	46	96.901863	एकको
5	1	189	1	3	2	146	5018	51	40	93.775673	मृत्यु,
5	1	189	1	3	3	220	5006	73	40	96.367569	भिसा
5	1	189	1	3	4	510	5036	45	38	93.238930	थिए
5	1	189	1	3	5	559	5026	14	53	89.612106	।
5	1	189	1	3	6	591	5036	79	32	96.531662	यीमध्ये
5	1	189	1	3	7	685	5037	68	37	96.701439	एजेन्ट
5	1	189	1	3	8	768	5037	77	32	95.091515	ज्ञानेन्द्र
5	1	189	1	3	9	867	5046	7	23	96.844742	र
4	1	189	1	4	0	27	5073	759	49	-1	
5	1	189	1	4	1	27	5076	131	46	90.491074	तभएकाले
5	1	189	1	4	2	176	5085	48	28	91.487000	शव
5	1	189	1	4	3	242	5085	90	28	88.505165	ल्याउन
5	1	189	1	4	4	351	5073	51	40	78.722824	पति
5	1	189	1	4	5	510	5083	85	31	96.436478	कामको
5	1	189	1	4	6	609	5082	93	33	96.799049	खोजीमा
5	1	189	1	4	7	717	5092	69	28	96.177940	गएका
4	1	189	1	5	0	23	5124	852	63	-1	
5	1	189	1	5	1	23	5125	99	59	19.132366	aura
5	1	189	1	5	2	506	5124	188	62	62.152130	चारायणसिंहलाई
5	1	189	1	5	3	705	5124	170	63	86.687561	इन्डोनेसियाली
4	1	189	1	6	0	512	5183	348	24	-1	
5	1	189	1	6	1	512	5183	140	23	95.940727	अध्यागमनले
5	1	189	1	6	2	667	5184	74	23	96.778328	पक्राउ
5	1	189	1	6	3	756	5184	49	23	96.746651	गरेर
5	1	189	1	6	4	820	5184	40	23	96.929596	गत
4	1	189	1	7	0	511	5218	398	40	-1	
5	1	189	1	7	1	511	5218	75	35	96.554001	भदौमा
5	1	189	1	7	2	600	5221	68	31	96.492165	नेपाल
5	1	189	1	7	3	683	5220	62	32	95.877541	फिर्ता
5	1	189	1	7	4	760	5221	93	37	96.546700	गराएको
5	1	189	1	7	5	867	5230	23	25	71.753685	छ
5	1	189	1	7	6	906	5231	3	21	68.593964	|
4	1	189	1	8	0	25	5264	826	44	-1	
5	1	189	1	8	1	25	5276	71	22	96.929398	भान्जा
5	1	189	1	8	2	111	5276	62	32	93.229057	सुमन
5	1	189	1	8	3	187	5276	96	32	92.204910	सुनारका
5	1	189	1	8	4	300	5276	84	32	96.161018	अनुसार
5	1	189	1	8	5	400	5264	60	35	93.306503	झन्डै
5	1	189	1	8	6	510	5276	35	23	96.323410	घर
5	1	189	1	8	7	560	5266	107	38	93.283287	फर्किएका
5	1	189	1	8	8	681	5266	170	34	91.002220	नारायणसिंहका
4	1	189	1	9	0	24	5309	908	44	-1	
5	1	189	1	9	1	24	5311	48	33	96.675804	तीन
5	1	189	1	9	2	87	5311	109	33	93.269867	साताअघि
5	1	189	1	9	3	211	5311	165	36	91.406296	इन्डानेसियाको
5	1	189	1	9	4	512	5321	83	32	96.983810	अनुसार
5	1	189	1	9	5	610	5309	90	35	96.175842	वैदेशिक
5	1	189	1	9	6	715	5311	127	33	96.607567	रोजगारीमा
5	1	189	1	9	7	856	5311	47	33	96.923103	ठगी
5	1	189	1	9	8	918	5321	14	23	96.662636	र
4	1	189	1	10	0	24	5357	878	42	-1	
5	1	189	1	10	1	24	5357	88	32	96.492744	बालीमा
5	1	189	1	10	2	127	5358	70	37	96.647324	भएको
5	1	189	1	10	3	212	5358	154	35	95.993454	मोटरसाइकल
5	1	189	1	10	4	510	5367	67	22	95.918289	मानव
5	1	189	1	10	5	592	5357	112	33	96.564735	तस्करीको
5	1	189	1	10	6	718	5357	68	42	96.544922	उजुरी
5	1	189	1	10	7	802	5367	100	23	96.238113	आधारमा
4	1	189	1	11	0	24	5403	916	42	-1	
5	1	189	1	11	1	24	5403	113	42	96.252541	दुर्घटनामा
5	1	189	1	11	2	151	5403	77	33	96.107841	गम्भीर
5	1	189	1	11	3	243	5404	66	35	92.264076	घाइते
5	1	189	1	11	4	324	5404	97	41	92.111694	नकुलको
5	1	189	1	11	5	510	5404	69	37	93.245918	एजेन्ट
5	1	189	1	11	6	593	5403	91	42	46.805344	विष्णृकी
5	1	189	1	11	7	699	5403	81	33	96.816620	श्रीमती
5	1	189	1	11	8	794	5403	47	42	96.346222	बिनु
5	1	189	1	11	9	855	5413	56	32	96.020317	गुरुङ
5	1	189	1	11	10	926	5413	14	23	96.921684	र
4	1	189	1	12	0	24	5449	911	38	-1	
5	1	189	1	12	1	24	5449	89	32	96.309479	स्थानीय
5	1	189	1	12	2	130	5459	131	23	95.798523	अस्पतालमा
5	1	189	1	12	3	275	5459	117	23	95.986870	उपचारका
5	1	189	1	12	4	510	5449	123	36	92.145500	ज्ञानेन्द्रलाई
5	1	189	1	12	5	648	5449	79	34	96.269974	प्रहरीले
5	1	189	1	12	6	741	5459	75	23	96.618629	पक्राउ
5	1	189	1	12	7	831	5450	48	32	95.734741	गरेर
5	1	189	1	12	8	894	5459	41	28	96.401688	एक
4	1	189	1	13	0	24	5493	845	44	-1	
5	1	189	1	13	1	24	5493	69	34	96.357033	क्रममै
5	1	189	1	13	2	108	5505	51	32	96.300087	मृत्यु
5	1	189	1	13	3	175	5496	70	37	96.520439	भएको
5	1	189	1	13	4	260	5495	55	32	92.304558	थियो
5	1	189	1	13	5	332	5505	2	22	91.913704	।
5	1	189	1	13	6	351	5496	73	32	96.074486	उनको
5	1	189	1	13	7	510	5495	109	33	96.590775	साताअघि
5	1	189	1	13	8	634	5496	143	41	91.190468	हनुमानढोका
5	1	189	1	13	9	794	5505	75	32	95.501541	थुनामा
4	1	189	1	14	0	24	5539	620	37	-1	
5	1	189	1	14	1	24	5550	42	24	92.567764	शव
5	1	189	1	14	2	83	5539	50	34	69.562119	ath
5	1	189	1	14	3	147	5541	60	32	96.657997	बाली
5	1	189	1	14	4	223	5551	131	23	95.900887	अस्पतालमा
5	1	189	1	14	5	369	5551	22	25	88.710197	छ
5	1	189	1	14	6	408	5552	2	21	84.156952	|
5	1	189	1	14	7	509	5542	79	32	93.156540	राखेको
5	1	189	1	14	8	602	5551	42	25	92.410133	छ।
4	1	189	1	15	0	26	5584	831	44	-1	
5	1	189	1	15	1	26	5587	123	32	96.461754	अस्पतालले
5	1	189	1	15	2	164	5594	34	27	85.245110	१८
5	1	189	1	15	3	215	5586	92	33	93.274689	दिनयता
5	1	189	1	15	4	322	5587	96	41	28.180901	नकूलको
5	1	189	1	15	5	545	5584	71	35	96.958733	यसैमा
5	1	189	1	15	6	630	5589	74	30	96.855385	संलग्न
5	1	189	1	15	7	721	5586	52	32	95.926643	अर्का
5	1	189	1	15	8	788	5587	69	37	96.867058	एजेन्ट
4	1	189	1	16	0	24	5630	879	44	-1	
5	1	189	1	16	1	24	5641	42	24	47.537556	a
5	1	189	1	16	2	81	5633	112	32	54.449734	USAT
5	1	189	1	16	3	208	5630	60	35	83.180328	झन्डै
5	1	189	1	16	4	285	5640	16	20	96.953949	७
5	1	189	1	16	5	316	5642	62	24	95.717461	हजार
5	1	189	1	16	6	393	5642	56	23	93.243996	डलर
5	1	189	1	16	7	509	5642	97	32	87.479073	सानुभाइ
5	1	189	1	16	8	620	5632	115	33	93.249893	विश्वकर्मा
5	1	189	1	16	9	751	5638	75	27	91.514984	'फरार'
5	1	189	1	16	10	843	5642	45	31	93.064392	छन्‌
5	1	189	1	16	11	901	5642	2	22	92.822556	।
4	1	189	1	17	0	24	5676	894	44	-1	
5	1	189	1	17	1	24	5687	59	33	96.539330	शुल्क
5	1	189	1	17	2	98	5678	123	42	96.410187	पुगिसकेको
5	1	189	1	17	3	236	5676	48	35	96.949631	भन्दै
5	1	189	1	17	4	299	5679	39	31	96.591431	त्यो
5	1	189	1	17	5	353	5688	58	23	96.186768	रकम
5	1	189	1	17	6	545	5679	97	41	95.743935	मृतकको
5	1	189	1	17	7	656	5687	42	23	95.051880	शव
5	1	189	1	17	8	713	5688	82	23	96.324776	ल्याउन
5	1	189	1	17	9	809	5688	14	23	96.870438	र
5	1	189	1	17	10	841	5688	77	22	95.242615	अलपत्र
4	1	189	1	18	0	24	5722	823	43	-1	
5	1	189	1	18	1	24	5724	70	33	96.774765	नतिरी
5	1	189	1	18	2	108	5734	42	22	95.833458	शव
5	1	189	1	18	3	165	5734	89	23	94.863495	उठाउन
5	1	189	1	18	4	269	5724	74	38	96.034996	दिएको
5	1	189	1	18	5	357	5722	42	37	91.420189	छैन
5	1	189	1	18	6	416	5734	2	22	91.420189	।
5	1	189	1	18	7	510	5724	107	32	96.411301	नेपालीको
5	1	189	1	18	8	632	5734	63	24	68.142250	उद्धार
5	1	189	1	18	9	710	5724	39	32	96.323494	गर्न
5	1	189	1	18	10	764	5734	83	31	96.048164	परराष्ट्र
4	1	189	1	19	0	24	5770	911	42	-1	
5	1	189	1	19	1	24	5770	88	32	96.616364	बालीमा
5	1	189	1	19	2	127	5771	68	37	96.631386	एजेन्ट
5	1	189	1	19	3	210	5770	80	42	93.256447	विष्णुले
5	1	189	1	19	4	305	5771	128	41	64.640129	कुदाइरहेको
5	1	189	1	19	5	510	5771	121	31	95.933556	मन्त्रालयले
5	1	189	1	19	6	646	5780	56	24	96.311020	पहल
5	1	189	1	19	7	717	5770	105	34	96.135620	गरिरहेको
5	1	189	1	19	8	837	5780	38	28	96.802170	भए
5	1	189	1	19	9	890	5770	45	32	96.279915	पनि
4	1	189	1	20	0	24	5814	842	44	-1	
5	1	189	1	20	1	24	5817	154	35	96.388802	मोटरसाइकल
5	1	189	1	20	2	192	5816	113	42	72.554756	दुर्घटनामा
5	1	189	1	20	3	320	5816	43	33	96.810783	पर्दा
5	1	189	1	20	4	378	5814	42	34	95.869469	सँगै
5	1	189	1	20	5	510	5816	162	36	96.054611	इन्डोनेसियामा
5	1	189	1	20	6	687	5814	41	44	93.270645	कुनै
5	1	189	1	20	7	742	5816	124	42	90.177185	कूटनीतिक-
4	1	189	1	21	0	24	5861	906	42	-1	
5	1	189	1	21	1	24	5862	73	32	96.209183	बसेका
5	1	189	1	21	2	112	5871	65	32	95.655220	नकुल
5	1	189	1	21	3	191	5871	56	23	91.385429	सख्त
5	1	189	1	21	4	262	5862	67	35	96.518044	घाइते
5	1	189	1	21	5	509	5861	72	32	96.350357	सम्पर्क
5	1	189	1	21	6	595	5862	77	33	96.698021	नरहेका
5	1	189	1	21	7	686	5871	65	22	93.269318	कारण
5	1	189	1	21	8	765	5861	165	34	90.851173	सहप्रमाणीकरण
4	1	189	1	22	0	25	5907	880	42	-1	
5	1	189	1	22	1	25	5917	70	28	96.481400	भएका
5	1	189	1	22	2	110	5907	45	38	55.825043	थिए
5	1	189	1	22	3	172	5917	2	22	79.157455	|
5	1	189	1	22	4	509	5907	36	34	88.533493	हेर्ने
5	1	189	1	22	5	559	5907	132	33	92.987068	मलेसियाको
5	1	189	1	22	6	706	5907	199	42	90.985359	क्वालालम्पुरस्थित
4	1	189	1	23	0	62	5953	853	42	-1	
5	1	189	1	23	1	62	5963	85	23	96.618263	आफन्त
5	1	189	1	23	2	162	5954	83	41	96.544006	मृत्युको
5	1	189	1	23	3	260	5953	114	35	95.877907	घटनापछि
5	1	189	1	23	4	388	5963	42	22	75.406586	शव
5	1	189	1	23	5	509	5953	77	32	92.649620	नेपाली
5	1	189	1	23	6	600	5953	97	32	90.008354	नियोगले
5	1	189	1	23	7	714	5963	106	23	96.735138	आवश्यक
5	1	189	1	23	8	834	5953	81	33	96.338768	प्रक्रिया
4	1	189	1	24	0	24	5999	732	36	-1	
5	1	189	1	24	1	24	6009	82	23	96.332825	ल्याउन
5	1	189	1	24	2	120	6009	15	23	96.610397	र
5	1	189	1	24	3	150	5999	122	32	96.327545	बिचल्लीमा
5	1	189	1	24	4	287	6000	64	32	96.458694	परेका
5	1	189	1	24	5	368	6009	45	22	96.282997	अरू
5	1	189	1	24	6	512	5999	48	32	96.329941	अघि
5	1	189	1	24	7	575	6000	125	35	96.329941	बढाइरहेको
5	1	189	1	24	8	715	6009	22	25	79.932358	छ
5	1	189	1	24	9	754	6009	2	22	80.845352	|
4	1	189	1	25	0	24	6044	919	43	-1	
5	1	189	1	25	1	24	6046	49	31	96.879539	पाँच
5	1	189	1	25	2	88	6045	97	36	96.379417	जनालाई
5	1	189	1	25	3	200	6055	35	23	96.509468	घर
5	1	189	1	25	4	250	6045	63	33	96.541145	फिर्ता
5	1	189	1	25	5	328	6055	84	23	96.652992	गराउन
5	1	189	1	25	6	769	6044	58	33	96.612305	बाँकी
5	1	189	1	25	7	842	6055	41	32	96.269646	पृष्ठ
5	1	189	1	25	8	922	6056	21	23	89.027893	२)
2	1	190	0	0	0	27	5085	305	4	-1	
3	1	190	1	0	0	27	5085	305	4	-1	
4	1	190	1	1	0	27	5085	305	4	-1	
5	1	190	1	1	1	27	5085	305	4	95.000000	 
2	1	191	0	0	0	510	5138	363	2	-1	
3	1	191	1	0	0	510	5138	363	2	-1	
4	1	191	1	1	0	510	5138	363	2	-1	
5	1	191	1	1	1	510	5138	363	2	95.000000	 
